ActionName	UserName	GroupName	Help	Type	FileName	ArgIn	ArgOut
StageAutoFocus	find focus	Stage	find focus		D:\vt5\vt5\debug\comps\Stage.dll	InitialStepMcs:int=0; StepsUp:int=0; StepsDown:int=0		
MoveStage	move stage	Stage	move stage by mouse	 (interactive)	D:\vt5\vt5\debug\comps\Stage.dll			
ShowStatTableDependence	Show Statistics Table Depandance	Statistics	Show statatistics table Depandance		D:\vt5\vt5\debug\comps\StatData.dll			
CustomizeStatTable	Customize Statistics Table	Statistics	Customize statatistics table		D:\vt5\vt5\debug\comps\StatData.dll			
ShowAllStatTableColumns	Show All Statistics Table Columns	Statistics	Show all statatistics table columns		D:\vt5\vt5\debug\comps\StatData.dll			
HideStatTableColumn	Hide Statistics Table Column	Statistics	Hide statatistics table column		D:\vt5\vt5\debug\comps\StatData.dll			
SewStatTable	Sew Statistics Table	Statistics	Sew statatistics table		D:\vt5\vt5\debug\comps\StatData.dll	StatTable1:string; StatTable2:string; StatTableNew:string; ActivateTable:int=1; OvewriteType:int=0		
FilterStatTable	Filter Statistics Table	Statistics	Filter statatistics table		D:\vt5\vt5\debug\comps\StatData.dll	StatTable:string; StatTableNew:string; ActivateTable:int=1; UseParamsFilter:int=1; Classes:string; ClassesFile:string		
DeleteObjectsFromStatTable	Delete Objects From Statistics Table	Statistics	Delete objects from statatistics table		D:\vt5\vt5\debug\comps\StatData.dll	StatTable:string; ObjectListName:string; ImageName:string		
ExportStatTable	Сохранить таблицу данных в текстовом формате	Измерения	Сохранить таблицу данных в текстовом формате		D:\vt5\vt5\debug\comps\StatData.dll	StatTable:string; FileName:string; ExportType:int=0; AddParamNames:int=1		
ShowStatTable	Таблица данных	Вид	Показать таблицу данных		D:\vt5\vt5\debug\comps\StatData.dll			
CreateStatTable	Create Statistics Table	Statistics	Create statatistics table		D:\vt5\vt5\debug\comps\StatData.dll	ObjectList:string; TableName:string; ActivateTable:int=1; SendImages:int=0; VerifyType:int=0; AskOverWrite:int=1; EnableUndo:int=1		
ShowVirtualClasses	ShowVirtualClasses	Statistics	ShowVirtualClasses		D:\vt5\vt5\debug\comps\StatUI.dll	bShow:int=-1		
AssignVirtualClasses	AssignVirtualClasses	Statistics	AssignVirtualClasses		D:\vt5\vt5\debug\comps\StatUI.dll	ObjectListName:string; StatObjectName:string		
CreateStatObject	CreateStatObject	Статистика	CreateStatObject		D:\vt5\vt5\debug\comps\StatUI.dll	StatDataName:string; OutputObjectName:string; ClassForDivision:int=-1; ActivateAfterCreate:int=1; ValidateAfterCreate:int=1; Flags:int=0		
ShowStatTableView	Показать таблицу	Статистика	Включить/выключить отображение таблицы		D:\vt5\vt5\debug\comps\StatUI.dll	Show:int=-1		
ShowStatLegendView	Показать легенду	Статистика	Включить/выключить отображение легенды		D:\vt5\vt5\debug\comps\StatUI.dll	Show:int=-1		
ShowStatChartView	Показать диаграмму	Статистика	Включить/выключить отображение столбцовой диаграммы		D:\vt5\vt5\debug\comps\StatUI.dll	Show:int=-1		
ShowStatView	Статистика	Вид	Показать статистику		D:\vt5\vt5\debug\comps\StatUI.dll			
CreateStorageObject	Create Storage Object	Storage	Create storage object		D:\vt5\vt5\debug\comps\Storage.dll	ObjectName:string; FileName:string; Temporary:int=0; OverwritePrompt:int=1		
Snapshot	Snapshot	Tests	Snapshot		D:\vt5\vt5\debug\comps\TestMan.dll	ShowTargetDialog:int=0; ResizeCX:int=0; ResizeCY:int=0; ScrollWindow:int=0; WndPhoto:string=WndPhoto; SnapParents:int=0; SnapX:int=-1; SnapY:int=-1		
TransformColor1	TransformColor1	Color	TransformColor1	 (filter)	D:\vt5\vt5\debug\comps\thresholding.dll	Flags:int=0; Img:Image	TransformColor1:Image	
SegmColorPhases	SegmColorPhases	Filters	SegmColorPhases	 (filter)	D:\vt5\vt5\debug\comps\thresholding.dll	Img:Image; TestPointX:int=-1; TestPointY:int=-1	SegmColorPhases:Binary	
FindPhasesColor	FindPhasesColor	Filters	FindPhasesColor	 (filter)	D:\vt5\vt5\debug\comps\thresholding.dll	nPhases:int=3; CreateResult:int=1; Img:Image	FindPhasesColor:Image	
FindPhasesGray	Поиск фаз на grayscale	Filters	FindPhasesGray	 (filter)	D:\vt5\vt5\debug\comps\thresholding.dll	CreateResult:int=1; Img:Image	FindPhasesGray:Binary	
LocalMin	Бинаризация локального минимума	Filters	Бинаризация локального минимума	 (filter)	D:\vt5\vt5\debug\comps\thresholding.dll	Img:Image	LocalMin:Binary	
LocalMax	Бинаризация локального максимума	Filters	Бинаризация локального максимума	 (filter)	D:\vt5\vt5\debug\comps\thresholding.dll	Img:Image	LocalMax:Binary	
ChowKaneko	Бинаризация Шов/Канеко	Filters	Бинаризация Шов/Канеко	 (filter)	D:\vt5\vt5\debug\comps\thresholding.dll	Param:int=64; Type:int=0; Img:Image	ChowKaneko:Binary	
Relaxation	Бинаризация с релаксацией	Filters	Бинаризация с релаксацией	 (filter)	D:\vt5\vt5\debug\comps\thresholding.dll	Param:int=100; Img:Image	Relaxation:Binary	
Pyramid	Пирамидальная сегментация	Filters	Пирамидальная сегментация	 (filter)	D:\vt5\vt5\debug\comps\thresholding.dll	Param:int=1; Img:Image	Pyramid:Image	
MinBinaryThreshold	Бинаризация по минимизации	Filters	Бинаризация по минимизации ошибки	 (filter)	D:\vt5\vt5\debug\comps\thresholding.dll	Img:Image	BinaryMinimum:Binary	
BoundsThreshold	Бинаризация по границам	Filters	Бинаризация по границам	 (filter)	D:\vt5\vt5\debug\comps\thresholding.dll	Img:Image	BoundsEdge:Binary	
PeaksThreshold	Бинаризация по пикам	Filters	Бинаризация по пикам гистограммы	 (filter)	D:\vt5\vt5\debug\comps\thresholding.dll	Img:Image	Peaks:Binary	
EntropyThreshold	Бинаризация по энтропии	Filters	Бинаризация по критерию минимума энтропии	 (filter)	D:\vt5\vt5\debug\comps\thresholding.dll	Img:Image	Entropy:Binary	
FuzzySetsThreshold	Бинаризация нечетких множеств	Filters	Бинаризация по границе нечетких множеств	 (filter)	D:\vt5\vt5\debug\comps\thresholding.dll	Img:Image	FuzzySets:Binary	
IterationThreshold	Итерационная бинаризация	Filters	Бинаризация с использованием итерационной границы	 (filter)	D:\vt5\vt5\debug\comps\thresholding.dll	Img:Image	Iteration:Binary	
add_functions	add_functions	Скрипты	add_functions 					
add_functions_db	add_functions_db	Скрипты	add_functions_db 					
add_functions_object_keys	add_functions_object_keys	Скрипты	add_functions_object_keys 					
AT2Windows	Show AT in 2 Windows	View	Show AT in 2 windows Show AT in 2 Windows					
AutoContastBCscript	AutoContastBCscript	Скрипты	AutoContastBCscript 					
AutoSave	AutoSave	Скрипты	AutoSave 					
BinMeas	Measure Masks	Measurement	Measure object masks Measure Masks					
CaseOpen	Open Case...	File	Open an existing Case File Open Case					
Collect	Focus Enhancement	Enhance	Focus Enhancement Focus Enhancement					
CombineHSB	Merge HSB Channels	Image	Merge the image from the color channels Merge HSB channels					
CombineRGB	Merge RGB Channels	Image	Merge the image from the color channels Merge RGB Сhannels					
CombineYIQ	Merge YIQ Channels	Image	Merge the image from the color channels Merge YIQ Сhannels					
CombineYUV	Merge YUV Channels	Image	Merge the image from the color channels Merge YUV Сhannels					
CompareResut	Stitch from Splitter	Image	Create new image by combining two split images Stitch from splitter					
ConvertToGRAY	Convert to Gray Scale	Color	Remove the color information from the image Convert to Gray Scale					
ConvertToHSB	ConvertToHSB	Скрипты	ConvertToHSB 					
ConvertToRGB	ConvertToRGB	Скрипты	ConvertToRGB 					
CreateTD	Add to Statistics	Measurement	Add data to statistics Add Data to Statistics					
DataTableToExcel	Data Table to Excel	Measurement	Send current Data Table to MS Excel Send Data Table to MS					
DataToExcel	Отправить данные в MS Excel	Измерения	Отправить активный список объектов в MS Excel Отправить данные в MS Excel					
DeleteSelectionPro	Delete Active Object	Edit	Delete the active object Delete Active Object					
EmptyFileOpen	EmptyFileOpen	Internal Scripts	EmptyFileOpen 					
EmptyFileOpenLight	EmptyFileOpenLight	Internal Scripts	EmptyFileOpenLight 					
FFTMode	Режим Фурье	FFT	Нажатие кнопки - запуск прямого преобразования Фурье на активном изображении, отжатие кнопки - запуск обратного преобразования Фурье Режим Фурье					
FileSaveViewScript	Save View...	File	Save the current view as file Save View					
FileSendViewScript	Send View...	File	Send the current view by E-Mail Send View					
FloodFillSelection	Fill Freehand Selection	Image	Fill freehand selection with background color Fill Freehand Selection					
Format	Format	---	Format 					
HideColorAndPropertis	Hide Color and Properties	Tools	Hide Color and Properties toolbars. Hide Color and Properties					
HideDockBars	Hide Dockbars	Internal Scripts	Hide dockbars 					
ImageTile	Tile Selected Images	View	Tile Selected Images Tile Selected Images					
ImportVTI	Import VTI...	File	Import VTI file Import VTI					
Init_Expert	_	---	_ _					
Init_FP	_	---	_ _					
Init_Master	Init_Master	Скрипты	Init_Master 					
Init_Size	_	---	_ _					
InputColorFromnBW	InputColorFromnBW	Скрипты	InputColorFromnBW 					
JoinObjects	Объединить объекты...	Измерения	Объединить объекты Объединить объекты					
LoadImage	Load Image...	File	Load image into open document Load Image					
LocalContrast	Local Contrast	Enhance	Local contrast Local Contrast					
MasterModeDataBase	Database	Tools	Switch to Database mode Database Mode					
MasterModeMethod	Method	Tools	Switch to Method mode Method Mode					
Master_states	Master_states	Скрипты	Master_states 					
MethodStart	MethodStart	Скрипты	MethodStart 					
NewCase	New Case...	File	Create new Case File New Case					
NewDataBase	New Database...	Database	Create new database New Database					
NewDoc	Новый документ	Файл	Создать новый документ Новый документ					
NewReport	New Print Template	Print	Create new print template New print template					
NewScissors	Ножницы...	Измерения	Ножницы Ножницы					
Null_Action	Null	---	Null Null					
OpenDataBase	Open Database...	Database	Open existing database Open Database					
OpenDB	Открыть базу данных...	База данных	Открыть базу данных Открыть базу данных					
OpenImage	Open Document	File	Open document Open Document					
OpenLastDB	Open Last Database...	Database	Open last used database Open Last Database					
Options	Options	Tools	Main Options Main Options					
OptionsMaster	Options...	Tools	Main program options Main Options					
OptionsSize	Установки...	Сервис	Основные установки Основные установки					
PasteAsNew	Paste into New Document	Edit	Paste into new document Paste into New Document					
qq	666	666	cq666 666					
RemoveUnknClass	Delete Unknown	Measurement	Delete all unknown objects Delete All Unknown Objects					
RenameMethod	Rename Method	Method	Rename the selected method Rename Method					
RGBInput	Input Color from BW...	Acquire	Input three black-and-white images from RGB color filters and then combine them Input color from BW					
RunAutoSave	Установки записи	Ввод	Установки записи Установки записи					
RunAutoTemplateSetup	Установки автошаблона	Печать	Установки автошаблона Установки автошаблона					
RunBinMorph	Mask Morphology...	Object masks	Morphological operations on the object masks on the image Morphological Operations on the Object Masks					
RunBrightnessContrast	Яркость/контраст	Преобразования	Настройка яркости и контрастности изображения Яркость/контраст					
RunBrightnessContrastLight	Brightness and Contrast	Enhance	Adjust brightness and contrast of the active image Brightness and Contrast					
RunCalibr	Calibration...	Measurement	Select existing calibration or create new. Select calibration					
RunCalibrFP	Calibration FP	Measurement	Create new calibration Calibration FP					
RunCalibrXYRatio	Input Device X/Y Ratio	Measurement	Specify X/Y pixel ratio for active input device Input Device X/Y Ratio					
RunClass	Classifier	Statistics	Classifier Classifier					
RunColorAutoThresholding	Автоматическое...	Маски объектов	Автоматическое выделение масок объектов на изображении Автоматическое выделение масок объектов					
RunColorBalance	Цветовой баланс	Преобразования	Коррекция цвета изображения Цветовой баланс					
RunColorManualThresholding	По указанным областям...	Маски объектов	Ручное выделение масок объектов на изображении по образцам цвета или яркости Выделение масок объектов по указанным областям					
RunColorPhaseThresholding	Выделение фаз...	Маски объектов	Автоматическое выделение фаз на изображении Автоматическое выделение фаз					
RunContrast	Contrast	Filters	Ajust contrast Contrast					
RunCreateEmptyImage	Create Empty Image...	File	Create an empty image in the active document Create Empty Image					
RunCreateParam	Новый столбец	Измерения	Добавить новый столбец в таблицу измерений Новый столбец					
RunDataBaseDesign	Form Design...	Database	Form design and database editing Form Design					
RunDivide	Разделение...	Маски объектов	Автоматическое разделение масок объектов на изображении Автоматическое разделение масок объектов					
RunEdgeDetection	Выделение границ	Преобразования	Выделить границы деталей изображения Выделение границ					
RunEditMarker	Произвольный маркер	Измерения	Калибровочный маркер произвольной длины Произвольный маркер					
RunEnchancedFocus	RunEnchancedFocus	Скрипты	RunEnchancedFocus 					
RunEqualize	Выравнивание	Преобразования	Усиление контрастности деталей изображения Выравнивание					
RunEven	Выравнивание фона	Преобразования	Выравнивание неоднородного по яркости фона изображения Выравнивание фона					
RunExcelForm	RunExcelForm	Скрипты	RunExcelForm 					
RunFases	Phases	Enhance	Phases Phases					
RunFFTColor	FFT Color	Tools	Select color of FFT lines FFT Color					
RunGrayThresholding	По порогу яркости...	Маски объектов	Выделение масок объектов на изображении по порогу яркости Выделение масок объектов по порогу яркости					
RunHist	RunHist	Скрипты	RunHist 					
RunInfo	Информация об изображении...	Изображение	Информация об изображении Информация об изображении					
RunInfoNoCalibre	Image Information...	Image	Image Information Image Information					
RunInput3Panes	RunInput3Panes	Скрипты	RunInput3Panes 					
RunLookUp	Расширенный контраст	Инструменты	Расширенный контраст Расширенный контраст					
RunMarker	Фиксированный маркер...	Измерения	Калибровочный маркер фиксированной длины Фиксированный маркер					
RunMeasParameters	Параметры измерений...	Измерения	Выбор параметров измерений Параметры измерений					
RunMethodSetup	Установки методики	Методика	Установки методики Установки методики					
RunMorphology	Морфологические фильтры...	Изображение	Морфологические операции на исходном изображении Морфологические фильтры					
RunNewCalibr	New Calibration...	Measurement	Create new calibration New Calibration					
RunODensity	Настройка оптической плотности...	Измерения	Настройка оптической плотности Настройка оптической плотности					
RunOptionsAudit	Установки записи истории...	Инструменты	Вызов окна установок записи истории Установки записи истории					
RunOptionsCalibr	Выбор калибровки...	Измерения	Выбор калибровки или единиц измерения Выбор калибровки					
RunOptionsCalibrNoUnits	Выбор калибровки...	Измерения	Выбор калибровки Выбор калибровки					
RunOptionsDB	Взаимодействие с базой данных...	База данных	Выбор полей для взаимодействия с базой данных Взаимодействие с базой данных					
RunOptionsDBMaster	Взаимодействие с базой данных...	База данных	Выбор полей для взаимодействия с базой данных Взаимодействие с базой данных					
RunOptionsMain	RunOptionsMain	Скрипты	RunOptionsMain 					
RunOptionsManualColor	RunOptionsManualColor	Скрипты	RunOptionsManualColor 					
RunOptionsManualMeas	RunOptionsManualMeas	Скрипты	RunOptionsManualMeas 					
RunOptionsManualMeasLabel	RunOptionsManualMeasLabel	Скрипты	RunOptionsManualMeasLabel 					
RunOptionsManualMeasStat	RunOptionsManualMeasStat	Скрипты	RunOptionsManualMeasStat 					
RunOptionsPrint	Цвета страницы	Печать	Выбор цветов страницы шаблона печати Цвета страницы					
RunOptionsStitch	Установки автоматической сшивки...	Изображение	Установки автоматической сшивки Установки автоматической сшивки					
RunPrintPanelDBMaster	Печать базы...	Печать	Печать... Печать...					
RunPrintPanelMaster	Печать...	Печать	Печать... Печать...					
RunPrintTemlateEdit	RunPrintTemlateEdit	Скрипты	RunPrintTemlateEdit 					
RunResize	Изменить размер...	Изображение	Изменить размер изображения Изменить размер					
RunSaveAVI	Ввод AVI файлов	Ввод	Ввод AVI файлов Ввод AVI файлов					
RunSetup	RunSetup	Скрипты	RunSetup 					
RunSetupBorders	Добавить поля...	Изображение	Добавить поля вокруг изображения Добавить поля					
RunSetupRGBInput	Setup RGB Input...	Acquire	Specify coefficients for RGB input Setup RGB Input					
RunSharpen	Sharpen	Enhance	Sharpen Sharpen					
RunSmooth	Сглаживание	Преобразования	Очистка изображения от высокочастотных шумов и удаление ненужных деталей Сглаживание					
RunStat	RunStat	Скрипты	RunStat 					
RunStatGraphAxis	Оси	Статистика	Оси Оси					
RunStatGraphCompare	Сравнение	Статистика	Сравнение Сравнение					
RunStatGraphDepend	Зависимость	Статистика	Зависимость Зависимость					
RunStatGraphDistr	Распределение	Статистика	Распределение Распределение					
RunStatGraphDistrOptions	Заголовки	Статистика	Заголовки Заголовки					
RunStatSelect	Выборка	Статистика	Выборка Выборка					
RunSupport	Technical Support	Help	Technical support Technical Support					
RunTemplatesManagerDBMaster	Редактор шаблонов в базе...	Печать	Редактор шаблонов печати Редактор шаблонов					
RunTemplatesManagerMaster	Редактор шаблонов...	Печать	Редактор шаблонов печати Редактор шаблонов					
RunTestNewCalibr	Calibration Test...	Measurement	Calibration accuracy test Calibration Test					
RunThresholding	Thresholding...	Binary	Thresholding Thresholding					
RunTimerInput	Ввод по таймеру	Ввод	Ввод кадров с заданным интервалом Ввод по таймеру					
RunTraceColor	RunTraceColor	Скрипты	RunTraceColor 					
RunUnsharpen	Усиление резкости	Преобразования	Усиление общей (контурной) резкости изображения Усиление резкости					
RunUserMeasParamEdit	Пользовательские параметры...	Измерения	Пользовательские измерительные параметры Пользовательские параметры					
SaveGalleryAsImage	Save gallery	File	Save gallery Save gallery					
SaveImage	Save Image...	File	Save image to file Save Image					
SaveObjects	SaveObjects	Скрипты	SaveObjects 					
SelectAreaCrop	Crop by Freehand Selection	Image	Crop the image by freehand selection Crop by Freehand Selection					
SelectInputDevice	Способ получения изображения...	Ввод	Выбор способа получения изображения Способ получения изображения					
SelectRectCrop	Crop by Rectangle Selection	Image	Crop the image by rectangle selection Crop by Rectangle Selection					
SelectUser	Select User...	Tools	Select user. Select user					
SendSrcImageToDB	Исходное изображение в БД	База данных	Отправить исходное изображение в базу данных по настройкам взаимодействия Отправить исходное изображение в БД					
SendToDB	Send to Database	Database	Send data to new database record Send to New Database Record					
SendToDBAllTypes	Все элементы в БД	База данных	Отправить все элементы в базу данных по настройкам взаимодействия Отправить все элементы в БД					
SendToDBFieldsSetup	Настроить поля	База данных	Назначить поля для отправки в базу данных Настроить поля					
SendToDBFileName	Отправить в базу	База данных	Отправить изображение и название файла в базу, в текущую запись Отправить изображение и имя файла в базу					
SendToDBToActiveField	В активное поле БД	База данных	Отправить активный элемент в активное поле базы данных Отправить в активное поле БД					
SetBrightnessPanes	Set Panes for Brightness	Internal Scripts	Set Panes for Brightness Set Panes for Brightness					
Setup	Setup	Скрипты	Setup 					
ShowAdd	ShowAdd	Скрипты	ShowAdd 					
ShowBinaryToolBar	Binary Editor	Tools	Show/hide Binary Editor toolbar Binary Editor					
ShowCfg	Конфигурация	Статистика	Показать/спрятать панель Конфигурация Показать/спрятать панель Конфигурация					
ShowClassLabels	Show Class Labels	Tools	Show/hide labels of classes Show Class Labels					
ShowColor	Палитра	Сервис	Показать/спрятать Палитру Палитра					
ShowColorAndPropertis	Show/Hide Color and Properties	Tools	Show/hide Color and Properties boxes. Show/hide Color and Properties					
ShowContextscript	Context Viewer	Tools	Show/hide Context Viewer Context Viewer					
ShowDockBars	Show Dockbars	Internal Scripts	Show dockbars 					
ShowEdit	Редактор	Сервис	Показать/спрятать панель Редактор Редактор					
ShowFilters	Фильтры	Сервис	Показать/спрятать панель Фильтры Фильтры					
ShowHistogram	Гистограмма	Сервис	Показать/спрятать Гистограмму Гистограмма					
ShowImageAnnotation	Image Annotation	Tools	Show/hide Image Annotation toolbar Image Annotation					
ShowMeas	Измерения	Сервис	Показать/спрятать панель Измерения Измерения					
ShowMeasManual	Manual Measurements	Tools	Show/hide Manual Measurements toolbar Manual Measurements					
ShowMethodPanel	Методика	Сервис	Показать/спрятать панель Методика Методика					
ShowMetodicsTab	Функции	Сервис	Показать/спрятать панель Функции Функции					
ShowObjectEditor	Object Editor	Tools	Show/hide Object Editor toolbar Object Editor					
ShowPropertyBar	Properties Page	Tools	Show/hide Properties page Properties Page					
ShowSelectionToolBar	Рамки	Сервис	Показать/спрятать панель Рамки Рамки					
ShowStatInfo	Информация	Статистика	Показать/спрятать панель Информация Показать/спрятать панель Информация					
SideBySide	Split Window	Window	To divide the window into two parts Split Window					
Source	Source	---	Source 					
SplFrm	Split Form	For Developers	Show form layout and script. Split form					
StartFFT	FFT Forward	FFT	Run Fast Fourier Transformation  FFT Forward					
StatDataToExcel	Отправить данные таблицы статистики в MS Excel	Измерения	Отправить данные таблицы статистики в MS Excel Отправить данные таблицы статистики в MS Excel					
StatRemove	Очистить статистику	Статистика	Удалить таблицу данных Удалить таблицу данных					
SwitchImageSourceView	Вкл./выкл. контуры объектов	Вид	Вкл./выкл. контуры объектов Вкл./выкл. контуры объектов					
TestScript	Test Method...	Measurement	Test input system quality and software operability Test Method					
ToolbarList	ToolbarList	Скрипты	ToolbarList 					
TV1	Выбор устройства ввода...	Ввод	Выбор устройства ввода изображения Выбор устройства ввода 					
TV2	Ввод изображения в новый документ...	Ввод	Ввод изображения в новый документ без выбора устройства Ввод изображения в новый документ					
TV3	TV3	Скрипты	TV3 					
TV4	Ввод изображения в активный документ...	Ввод	Ввод изображения в активный документ Ввод изображения в активный документ					
TV5	Захват	Ввод	Захват изображения с устройства ввода Захват					
Wnd2AT	Изображение и его история	Окно	Отображать в разделенном окне документа изображение и его историю Изображение и его история					
Wnd2Meas	Разделить и синхронизировать	Окно	Отображать в разделенном окне документа изображение и таблицу измерений Разделить и синхронизировать					
